emotion,sentence
angry,خشمم مانع عقلم می‌شود و کارهای احمقانه و تهوع‌آوری می‌کنم.
angry,آزرده‌ام که همیشه به دلایل خودت پنهانی ارائه می‌دهی.
angry,غضبم را در دل خود نگه می‌دارم و آرامشم را از دست می‌دهم.
angry,احساس بی‌قراری و رنج فراوان، غمگینی بی‌منتها و دلخور
angry,خشم تلخ درونم جاری است.
angry,عصبانیت بی‌رویه و عدم اعتماد
angry,انتقام و خشونت
angry,عقب‌نشینی ناگهانی را تجربه می‌کنم.
angry,غضب سوزان در دلم می‌سوزد و تمامم را فرا می‌خواند.
angry,غیظم تمام شده است
angry,بی‌تحملی ناراحت‌کننده و خسته کننده است و باعث عدم توانایی در تعامل با دیگران می‌شود.
angry,به خشم می‌سوزم و همه چیز را به آتش می‌کشانم.
angry,دلم برایت تنگ شده است
angry,غمگینی بی‌پایان و ناپایدار، احساس بی‌قراری و رنج
angry,از بی‌احترامیت عصبانی هستم که همیشه من را خسته و ناراحت می‌کنی.
angry,احساس عصبانیت عمیقی دارم.
angry,عدم تحمل و بی‌عدالتی
angry,خشمگینم که همیشه توجه تو را به مشکلاتم نمی‌بری.
angry,خشمم به طرز وحشتناکی به سرم می‌رسد.
angry,غضب درونم جوشان است.
angry,غضب مرگبار درونم.
angry,آزرده‌ام که همیشه از تو نتیجه می‌گیرم که تو به من اهمیت نمی‌دهی و به دیگران تمرکز می‌کنی.
angry,عقب‌نشینی سریع و ناپیوسته را تجربه می‌کنم و گاهی اوقات نمی‌توانم رویکرد مناسبی را پیدا کنم.
angry,خشمم در سینه‌ام جوش می‌کند و احساس خشمم تمام انرژیم را می‌گیرد.
angry,عصبانی هستم که همیشه بهتمسخرهای تو طاقت نمی‌آورم و احساس می‌کنم ناراحتیم را به عنوان نادیده گرفتن تو متوجه می‌شوم.احساس تنهایی وابسته، غمگینی عمیق و بی‌پایان در دل
angry,تو را نمی‌پذیرم
angry,اعصاب ندارم
angry,شورش عصبانیت را به سطحی بیش از حد می‌آورد و همه را به وحشت می‌اندازد.
angry,تشنگی عصبانیت را درونم می‌توان تشخیص داد و می‌دانم که باید آن را کنترل کنم.
angry,تمسخر ترسناک است.
angry,غضبم را نمی‌توانم پنهان کنم و رفتارم تغییر می‌کند.
angry,خشونت
angry,خشونت و تحقیر
angry,عصبانی و ناراضی هستم
angry,خشونت و دست‌خوشی
angry,از تو غضب دارم که همیشه انتظاراتم را نمی‌فهمی.
angry,خشمم به روز می‌آید
angry,خشم و ناراضی
angry,تندی احساس می‌کنم.
angry,دیوانگی ناقابل فهم است.
angry,آزرده‌ام که همیشه از تماسهایم پاسخ نمی‌دهی و از نیازهایم غافل می‌مانی.
angry,با تو عصبانیم کننده است که همیشه در تصمیمات مهمم نمی‌کمکی.
angry,خشمم را نمی‌توانم فرو برمارم و به هیچ کس اجازه نمی‌دهم به آرامش برسد.
angry,عدم تحمل و خشمگینی
angry,حسرت عمیق و تلخی دلتنگی، تنهایی سرخورده و غمناک
angry,عصبانیتم از حد گذشته
angry,بی‌امیدی سنگین و زخمی، خستگی بی‌انتها و تاریکی
angry,خشمم به من آسیب می‌رساند و تصمیم‌های پرخطری می‌گیرم.
angry,خشمم به من آسیب می‌رساند.
angry,عصبانیت بی‌حد و مرز و نفرت
angry,عصبانیتم از کنترل خارج شده است و به هر کسی که دستم بگیرد، می‌زنم.
angry,به خشم می‌آورم
angry,دلتنگی بی‌پایان و ناپایدار، خواب‌های ناشکیف و بی‌قرار
angry,دردهای بی‌پایان و غمگین، اشک‌های بی‌حاصل در چشمان
angry,آتش عصبانیت در دلم می‌سوزد و بدون تفکر کارهای نامناسبی انجام می‌دهم.
angry,خشونت و بی‌احترامی
angry,تمسخر ترسناک و ناگهانی است و من را تحت تأثیر قرار می‌دهد.
angry,غضب و تلخی دل
angry,از بی‌توجهیت غصه میخورم.
angry,آتش سوزان می‌شود.
angry,خشم ناگزیر
angry,خشم و ناراحتی
angry,احساس عصبانیت عمیق و شدیدی دارم.
angry,انتقام و آشوب
angry,احساس میکنم ناراحتیم را به عنوان نادیده گرفتن تو متوجه می‌شوم.
angry,خشم مهیب می‌شود.
angry,آسیب‌های پنهان و نهفته درونی، درد سرد و بی‌رحم
angry,احساس میکنم نادیده گرفته می‌شوم.
angry,غضب و زورگویی
angry,به خشم برآمده‌ام!
angry,عصبانیت بی‌رویه
angry,غضب سوزان درونم می‌سوزد و احساس ناتوانی در برابر آن دارم.
angry,خشمم به ته چشمانم می‌رسد و بی‌رحمانه و خشمگین می‌شوم.
angry,خشم و خشم آمیزی، آسیب دیدگی و بی‌رحمانه بودن
angry,دلم تنگ از خشم و عصبانیت است
angry,خشم بی‌پروایی
angry,خشمگین و ناراضی هستم
angry,انتقام و غم
angry,آتش مهیب خشمم را می‌سوزاند و هیچکس نمی‌تواند آن را خاموش کند.
angry,عصبانیتم مرا به لبم می‌رساند و نمی‌گذرد.
angry,انتقام و عدم تحمل
angry,خشمگینم که همیشه به من بی‌احترامیمی‌کنی و از تلاشهایم عبور می‌کنی.
angry,دیوانگی خاموش و مرموز است.
angry,درد تلخ و غم فراوان، خستگی ناگزیر و بی‌امیدی
angry,خشمگینم که همیشه از تلاشهایمبی‌احترامانه عبور می‌کنی و امیدواری‌هایم را نابود می‌کنی.
angry,عقب‌نشینی سریع و ناپیوسته را تجربه می‌کنم.
angry,خشمم در سینه‌ام جوش می‌کند و آرامشم بهم می‌ریزد.
angry,خشمم مانند آتشی است که در دلم می‌سوزد و هیچکس نمی‌تواند آن را خاموش کند.
angry,استبداد و تجاوز
anxios,همیشه احساس می‌کنم که ممکن است برای دیگران ناکارامد باشم.
anxios,ناراحتی مستمر و خسته‌کننده
anxios,اضطرابم همیشه وجود دارد در.
anxios,بیقراری بهم خورد میکند.
anxios,اضطراب بسیار دارم.
anxios,احساس ترس وحشتناکی دارم و بی‌امنی را تجربه می‌کنم.
anxios,همیشه ترس دارم که در مواجهه با نقد و انتقاد دیگران نتوانم خودم را دفاع کنم.
anxios,ناراحتی مزمن
anxios,دلتنگی بی‌پایان و دلگیر
anxios,تمام انرژی‌هایم را از دست داده‌ام و درونم پوچ است.
anxios,ترسناک ترین فکرها درونم را پر می‌کند.
anxios,بی‌خوابی ناخوشایند و
anxios,به خودم می‌گویم که ترس نکن
anxios,به خودم می‌گویم که آرام باش
anxios,احساس می‌کنم همیشه دستاوردهایم کافی نیست و توانایی لازم برای موفقیت را ندارم.
anxios,ترسناکی دست خودم نیست و بیشتر می‌شود.
anxios,نگرانم نتونم موفق بشم.
anxios,دلتنگی بی‌حد و مرز
anxios,دلتنگی بی‌پایان
anxios,بیقراری بیشتر میشود.
anxios,می‌ترسم همه چیز رو اشتباه بکنم.
anxios,نمی‌توانم بیان کنم و بی‌صدا احساس می‌کنم.
anxios,نمی‌توانم آرامش را پیدا کنم و احساس بی‌امنی و بیخیالی دارم.
anxios,بیقراری از دستم برده تاکنون.
anxios,احساس بیصدا بودن و بیتوجهی را دارم و تمام آرامشم را از دست داده‌ام.
anxios,احساس نگرانی وسواسی دارم.
anxios,نمی‌تونم به اندازه کافی تلاش کنم.
anxios,اضطراب غیرقابل‌تحمل و دست‌نیافتنی
anxios,تنگی نفس مزمن و مرگبار
anxios,همیشه نگرانم که برای دیگران ناخوشایند و ناپسند باشم.
anxios,احساس می‌کنم بی‌قرارم.
anxios,وحشتناک نمی‌توانم بررسی کنم.
anxios,به خودم می‌گویم که قوی باش
anxios,تمام انرژی‌هایم را میگیرد این نگرانی.
anxios,تمرکز نمی‌توانم کنم و درونم همیشه پر از پریشانی است.
anxios,بی‌خوابی ناشی از
anxios,همیشه نگرانم که در مواقع فشار زیاد عملکردم کاهش یابد و نتوانم بهترین عملکرد را ارائه دهم.
anxios,نگرانی وسیع و
anxios,نمی‌توانم آرامش و خلوص را پیدا کنم.
anxios,ناراحتی مستمر و پرشدت
anxios,نمی‌توانم باور کنم و دست به چیزی نمی‌برم.
anxios,در موقعیت‌های نامناسب همیشه ترس دارم که خجالت بکشم و ناخوشایند باشم.
anxios,احساس بیحوصلگی و ناامیدی دارم.
anxios,نگرانم همه چیز رو از دست بدم.
